DISIni CFPassi CFMosse CFTempo ManPassi ManMosse ManTempo ManInvPassi ManInvMosse ManInvTempo ASPassi ASMosse ASTempo
11 1079 65 2.655078172683716 17 15 0.001998424530029297 38 17 0.014969110488891602 78 15 0.05696678161621094 
11 53 17 0.015976428985595703 143 17 0.021986961364746094 18 15 0.004996776580810547 94 15 0.08095335960388184 
11 91 17 0.025983333587646484 98 17 0.012992382049560547 45 17 0.020987987518310547 105 15 0.09796428680419922 
11 57 17 0.017993450164794922 22 17 0.0020046234130859375 40 17 0.01898479461669922 93 15 0.07750487327575684 
11 552 67 0.7855615615844727 17 15 0.0019867420196533203 16 15 0.0040090084075927734 93 15 0.08095335960388184 
11 77 17 0.019988298416137695 73 17 0.009993791580200195 28 17 0.008995294570922852 97 15 0.08496427536010742 
11 154 17 0.06496334075927734 98 17 0.012990951538085938 19 15 0.006001949310302734 97 15 0.08396458625793457 
11 1118 47 2.6337387561798096 24 17 0.0029985904693603516 16 15 0.003862619400024414 81 15 0.060976266860961914 
11 238 17 0.1943502426147461 16 15 0.002000570297241211 23 17 0.007993459701538086 98 15 0.08594942092895508 
11 44 17 0.008009910583496094 23 17 0.0029859542846679688 22 17 0.005999326705932617 109 15 0.11193609237670898 
11 920 77 1.9870033264160156 28 17 0.0029985904693603516 19 15 0.005999565124511719 96 15 0.08396649360656738 
11 170 17 0.08893108367919922 17 15 0.004010915756225586 17 15 0.004996776580810547 96 15 0.08495140075683594 
11 779 85 1.3712048530578613 84 17 0.010993719100952148 17 15 0.003997087478637695 108 15 0.09896254539489746 
11 62 17 0.013819456100463867 30 17 0.003022909164428711 45 17 0.020975112915039062 100 15 0.09094691276550293 
11 1645 107 6.509243011474609 206 17 0.03899502754211426 48 31 0.022998571395874023 103 15 0.0969545841217041 
11 111 17 0.05095863342285156 92 17 0.012002706527709961 20 17 0.0049970149993896484 97 15 0.10593891143798828 
11 631 61 0.8815028667449951 21 17 0.002985715866088867 21 17 0.006010293960571289 96 15 0.08594608306884766 
11 127 17 0.046972036361694336 85 17 0.011014699935913086 24 17 0.007995128631591797 96 15 0.08297014236450195 
11 50 17 0.010991573333740234 25 17 0.0029981136322021484 22 17 0.007013559341430664 112 15 0.11091971397399902 
11 1476 79 5.059545516967773 25 17 0.002988100051879883 42 17 0.021001100540161133 101 15 0.09094691276550293 
